product_url,category,product_name,stock_type,brand,price,discount,sale_price,description,size_and_fit,detaila_and_care,product_code,
https://www.net-a-porter.com/en-in/shop/product/ralph-lauren-collection/clothing/trench-coats/niles-belted-double-breasted-cotton-blend-twill-trench-coat/1647597340546978,coats and jackets,Niles belted double-breasted cotton-blend twill trench coat,,RALPH LAUREN COLLECTION,"$3,833/ Approx. ₹320,169",0,"$3,833/ Approx. ₹320,169",Tan,"Ralph Lauren Collection is the epitome of timeless, so you can trust the label for elegant, classic staples like this 'Niles' trench coat. Made from water-resistant cotton-blend twill, it has a sharp double-breasted design with a waist-cinching belt and shoulder epaulettes.","Size & Fit
Fits true to size, take your normal size
Designed for a slightly loose fit, use the belt to cinch in at the waist
Lightweight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing a US 2
Model measurements:
Bust: 81cm/ 32""
Waist: 65cm/ 26""
Hip: 90cm/ 35""
View size guide","Sand cotton-blend twill 
Button fastenings through double-breasted front 
75% cotton, 25% polyamide; trim: 100% leather (Lamb); lining: 100% cupro 
Dry clean",1647597340546978
https://www.net-a-porter.com/en-in/shop/product/goldbergh/sport/outerwear/hida-faux-fur-trimmed-hooded-ski-jacket/1647597335069226,coats and jackets,Hida faux fur-trimmed hooded ski jacket,,GOLDBERGH,"$1,158.28/ Approx. ₹96,738",0,"$1,158.28/ Approx. ₹96,738",Black,"Goldbergh's 'Hida' jacket might look chic and streamlined but the brand has made sure you're ready for the slopes by adding plenty of functional details, like the removable snow skirt. Made from waterproof shell, it's filled with insulating down and features a detachable hood with a soft faux fur trim. It's belted at the waist and has knitted cuffs with thumbholes.","Size & Fit
Fits true to size, take your normal size
Designed for a slim fit, use the belt to cinch in at the waist
Extended cuffs with thumbholes
Detachable hood
Detachable waist gaiter
Padded, non-stretchy fabric
Model is 180cm/ 5’11” and is wearing a UK 8
View size guide","Black shell and faux fur 
Concealed zip fastening through front 
74% polyamide, 26% elastane; trim: 100% polyester; filling: 90% down, 10% feathers (Duck); lining: 100% polyamide 
Machine wash",1647597335069226
https://www.net-a-porter.com/en-in/shop/product/stella-mccartney/clothing/blazers/wool-blazer/1647597337089779,coats and jackets,Wool blazer,,STELLA MCCARTNEY,"$2,069/ Approx. ₹172,823",0,"$2,069/ Approx. ₹172,823",Navy,Stella McCartney's blazer will quickly become your new wardrobe hero. It's tailored from mélange wool and has peak lapels and padded shoulders. Smooth lining means it'll layer easily over sweaters and tanks alike.,"Size & Fit
Fits true to size, take your normal size
Designed for a slim fit
Internal shoulder pads
Mid-weight, non-stretchy fabric
Model is 175cm/ 5'9""  and is wearing an IT 40
Model measurements:
Bust: 78cm/ 31""
Waist: 62cm/ 24.5""
Hip: 92cm/ 36""
View size guide","Navy mélange wool 
Button fastening at front 
100% wool; lining: 52% viscose, 48% cotton 
Dry clean",1647597337089779
https://www.net-a-porter.com/en-in/shop/product/balmain/clothing/blazers/embellished-satin-trimmed-grain-de-poudre-wool-blazer/1647597336766216,coats and jackets,Embellished satin-trimmed grain de poudre wool blazer,,BALMAIN,"$2,961/ Approx. ₹247,331",0,"$2,961/ Approx. ₹247,331",Black,"Balmain's blazer is full of vintage-inspired charm, from the lionhead-embossed buttons to the padded power shoulders. Tailored from grain de poudre wool, it's framed with satin peak lapels and cuffs.","Size & Fit
Fits true to size, however those who are between sizes should take the larger size
Designed for a slim fit
Internal shoulder pads
Slightly short in sleeves
Mid-weight, non-stretchy fabric
Model is 180cm/ 5'11"" and is wearing a FR 38
Model  measurements:
Bust: 81cm/ 32”
Waist: 65cm/ 25.5”
Hip: 90cm/ 35.5”
View size guide","Black grain de poudre wool and satin 
Button fastening at front 
100% wool",1647597336766216
https://www.net-a-porter.com/en-in/shop/product/balmain/clothing/blazers/embellished-two-tone-argyle-cotton-twill-blazer/1647597336762094,coats and jackets,Embellished two-tone argyle cotton-twill blazer,,BALMAIN,"$4,977/ Approx. ₹415,704",0,"$4,977/ Approx. ₹415,704",White,"Balmain's blazer takes maximalism to its fullest. Tailored from cotton-twill in an argyle pattern, it's decorated with the brand's ornate 'Double Chain Lion' buttons. The contrasting peak lapels are the perfect way to frame the '80s-inspired cut.","Size & Fit
Fits small to size, take one size larger than normal
Designed for a slim fit
Internal shoulder pads
Mid-weight, non-stretchy fabric
Model is 180cm/ 5'11"", normally wears a FR 36 and is wearing a FR 38
Model  measurements:
Bust: 81cm/ 32”
Waist: 65cm/ 25.5”
Hip: 90cm/ 35.5”
View size guide","Black and white cottton-twill 
Concealed hook fastening at front 
100% cotton",1647597336762094
https://www.net-a-porter.com/en-in/shop/product/the-frankie-shop/clothing/trench-coats/double-breasted-denim-trench-coat/1647597337114118,coats and jackets,Double-breasted denim trench coat,,THE FRANKIE SHOP,"$649/ Approx. ₹54,203",0,"$649/ Approx. ₹54,203",Indigo,"The Frankie Shop designs clothes for women who don't adhere to ""the codes and cuts of most clothes designed for them."" This denim 'Nikola' trench coat has an relaxed, double-breasted shape, which can be tempered by the accompanying belt. Match the dark wash to your jeans.","Size & Fit
Fits large to size, take one size smaller than normal
Designed for a relaxed fit, use the tie belt to cinch in at the waist
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a size XSmall
Model measurements:
Bust: 79cm/ 31""
Waist: 61cm/ 24""
Hip: 89cm/ 35""
View size guide","Indigo denim  
Button fastenings through double-breasted front 
100% cotton 
Dry clean",1647597337114118
https://www.net-a-porter.com/en-in/shop/product/stella-mccartney/clothing/blazers/oversized-double-breasted-moire-trimmed-wool-blend-blazer/1647597337089769,coats and jackets,Oversized double-breasted moire-trimmed wool-blend blazer,,STELLA MCCARTNEY,"$2,437/ Approx. ₹203,562",0,"$2,437/ Approx. ₹203,562",Black,"Stella McCartney's blazer has an oversized fit emphasized by padded shoulders, which create structure and a boxy look. It's tailored from a wool-blend in a double-breasted design and has moire peak lapels and covered buttons. The full lining ensures smooth layering.","Size & Fit
Fits true to size, take your normal size
Designed for an oversized fit, cut to be worn very loose
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing an IT 40
Model measurements:
Bust: 80cm/ 31.5""
Waist: 65cm/ 25.5""
Hip: 91cm/ 36""
View size guide","Black wool-blend and moire 
Button fastenings through double-breasted front  
97% wool, 3% elastane; trim: 65% viscose, 35% cotton; lining: 52% viscose, 48% cotton  
Dry clean",1647597337089769
https://www.net-a-porter.com/en-in/shop/product/stella-mccartney/clothing/blazers/doubled-breasted-oversized-wool-blazer/1647597337098449,coats and jackets,Doubled-breasted oversized wool blazer,,STELLA MCCARTNEY,"$2,069/ Approx. ₹172,823",0,"$2,069/ Approx. ₹172,823",Brown,"Taught by Edward Sexton on Savile Row, Stella McCartney's Fall '24 collection showcases the designer's impeccable tailoring skills. This oversized blazer is crafted from wool with a double-breasted front and framed with neat peak lapels and padded shoulders. The dark-brown shade will suit a variety of staples in your wardrobe.","Size & Fit
Fits true to size, take your normal size
Take the next size down if you wish to achieve a closer fit
Designed for an oversized fit, cut to be worn very loose
Internal shoulder pads
Mid-weight, non-stretchy fabric
Italian sizing
View size guide","Dark-brown wool 
Button fastenings through double-breasted front 
100% wool; lining: 52% viscose, 48% cotton 
Dry clean",1647597337098449
https://www.net-a-porter.com/en-in/shop/product/stella-mccartney/clothing/long/teddy-belted-double-breasted-faux-shearling-coat/1647597337089803,coats and jackets,Teddy belted double-breasted faux shearling coat,,STELLA MCCARTNEY,"$2,743/ Approx. ₹229,109",0,"$2,743/ Approx. ₹229,109",Brown,Stella McCartney's plush faux shearling coat is like a cozying up in a warm blanket. It has a longline silhouette with a generous notch lapel and double-breasted front. Use the belt to cinch the shape.,"Size & Fit
Fits true to size, take your normal size
Intended for a loose fit, use the tie belt to cinch in at the waist
Thick, non-stretchy fabric
Model is 180cm/ 5'11"" and is wearing an IT 40
Model measurements:
Bust: 79cm/ 31""
Waist: 61cm/ 24""
Hip: 89cm/ 35""
View size guide","Light-brown faux shearling 
Button fastenings along double-breasted front 
100% polyester; lining: 100% viscose 
Dry clean 
Designer color: Ginger",1647597337089803
https://www.net-a-porter.com/en-in/shop/product/burberry/clothing/trench-coats/chelsea-organic-cotton-gabardine-trench-coat/1647597325109274,coats and jackets,Chelsea organic cotton-gabardine trench coat,,BURBERRY,"$3,690/ Approx. ₹308,224",0,"$3,690/ Approx. ₹308,224",Neutral,"Burberry's 'Chelsea' trench coat is lightly nipped-in at the waist - it is the label's closest-fitting style and can be further accentuated with the detachable belt. It's made from durable organic cotton-gabardine and lined in a checked fabric from the label's archive. Wear yours with absolutely everything, from tailoring to track pants.","Size & Fit
Fits true to size, take your normal size
Take the next size up if you wish to achieve a looser fit for layering
Designed for a slightly loose fit, use the belt to cinch in at the waist
Mid-weight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing a UK 8
Model measurements:
Bust: 81cm/ 32""
Waist: 64cm/ 25""
Hip: 89cm/ 35""
View size guide","Beige organic cotton-gabardine 
Button fastenings through double-breasted front 
100% organic cotton; buttons: 100% horn (Buffalo); body lining: 100% cotton; sleeve lining: 100% viscose 
Dry clean 
Designer color: Honey",1647597325109274
https://www.net-a-porter.com/en-in/shop/product/the-north-face/sport/outerwear/himalayan-hooded-twill-and-padded-quilted-recycled-ripstop-jacket/1647597333871844,coats and jackets,Himalayan hooded twill and padded quilted recycled-ripstop jacket,,THE NORTH FACE,"$551/ Approx. ₹46,004",0,"$551/ Approx. ₹46,004",Black,"The North Face's jackets are famed for their insulating properties, so it's no wonder the brand has such a following. This 'Himalayan' style is quilted from panels of twill and recycled-ripstop that are padded for extra warmth. The funnel neck, internal draft flap and drawstring hem help trap heat.","Size & Fit
Fits true to size, take your normal size
Designed for a relaxed fit
Drawcord hem for a flexible fit
Quilted, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing a size Small
Model measurements:
Bust: 78cm/ 31""
Waist: 62cm/ 24.5""
Hip: 83cm/ 32.5""
View size guide","Black twill and recycled-ripstop 
Concealed VELCRO® and zip fastening through front 
100% polyester; filling: 80% down, 20% feathers (Goose) 
Machine wash",1647597333871844
https://www.net-a-porter.com/en-in/shop/product/burberry/clothing/short/hooded-belted-double-breasted-quilted-shell-down-coat/1647597325109266,coats and jackets,Hooded belted double-breasted quilted shell down coat,,BURBERRY,"$2,351/ Approx. ₹196,357",0,"$2,351/ Approx. ₹196,357",Black,"Burberry's coat re-imagines the house's signature trench to suit harsh winter months. Made from quilted shell that's filled with insulating down, it has an adjustable hood, a belted waist and buttoned pockets. Unfasten yours to reveal a glimpse of the instantly recognizable checked lining.","Size & Fit
Fits small to size, take one size larger than normal
Designed for a slightly loose fit, use the tie belt to cinch in at the waist
Quilted, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a size Small
View size guide","Black shell 
Button fastenings through double-breasted front  
100% polyamide; filling: 90% down, 10% feathers (Goose); lining: 100% polyester 
Dry clean",1647597325109266
https://www.net-a-porter.com/en-in/shop/product/khaite/clothing/casual-jackets/ross-oversized-denim-jacket/1647597325519094,coats and jackets,Ross oversized denim jacket,,KHAITE,"$1,397/ Approx. ₹116,691",0,"$1,397/ Approx. ₹116,691",Black,Khaite's oversized 'Ross' jacket has a cool '90s feel. It's made from denim in a deep black wash and will layer easily over chunky sweaters and graphic tees.,"Size & Fit
Fits true to size, however those who are between sizes should take the smaller size
Designed for an oversized fit, cut to be worn very loose
Mid-weight, non-stretchy fabric
Model is 180cm/ 5’11” and is wearing a size Small
View size guide","Black denim 
Button fastenings through front 
100% cotton 
Designer color: Prescott",1647597325519094
https://www.net-a-porter.com/en-in/shop/product/loewe/clothing/casual-jackets/leather-trimmed-padded-shell-bomber-jacket/1647597325144583,coats and jackets,Leather-trimmed padded shell bomber jacket,,LOEWE,"$3,918/ Approx. ₹327,269",0,"$3,918/ Approx. ₹327,269",Green,"Bomber jackets are trending this season but Loewe's will be a staple in your wardrobe for many years to come. Appliquéd with a leather logo patch, it's made from shell and padded for warmth, but also to enhance the relaxed fit. Consider the 'Loden Green' shade a neutral and you'll have no issues with styling.","Size & Fit
Fits true to size, take your normal size
Designed for a relaxed fit
Padded, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a FR 36
View size guide","Army-green shell and leather 
Zip fastening through front 
100% polyester; trim: 100% leather (Calf) 
Dry clean 
Designer color: Loden Green",1647597325144583
https://www.net-a-porter.com/en-in/shop/product/adidas-originals/sport/jackets/plus-wales-bonner-embroidered-striped-recycled-tech-jersey-track-jacket/1647597333896468,coats and jackets,+ Wales Bonner embroidered striped recycled tech-jersey track jacket,,ADIDAS ORIGINALS,"$399/ Approx. ₹33,328",0,"$399/ Approx. ₹33,328",Blue,"adidas Originals' capsule with Wales Bonner ""celebrates the joy of movement"" through classic sportswear inspired by marathoners. Part of a coordinating set, this color-blocked track jacket is made from recycled tech-jersey and traced with red crochet stripes to match the embroidered logo.","Size & Fit
Fits true to size, take your normal size
Intended for a relaxed fit
Ribbed hem
Mid-weight, slightly stretchy fabric
Model is 177cm/ 5'10"" and is wearing a size Small
Model measurements:
Bust: 80.1cm/ 31.5""
Waist: 64.8cm/ 25.5""
Hip: 90.5cm/ 35""
View size guide","Royal-blue and sand recycled tech-jersey, red crochet 
Two-way zip fastening along front  
61% recycled polyester, 39% cotton; trim: 97% polyester, 3% spandex; pocket lining: 100% recycled polyester 
Machine wash",1647597333896468
https://www.net-a-porter.com/en-in/shop/product/self-portrait/clothing/smart/embellished-boucle-tweed-jacket/1647597338867250,coats and jackets,Embellished bouclé-tweed jacket,,SELF-PORTRAIT,"$877/ Approx. ₹73,256",0,"$877/ Approx. ₹73,256",Black,"Self-Portrait puts a party-ready spin on this almost classic jacket. Tailored from bouclé-tweed, it's embellished with black beads, sequins and paillettes just above the front pockets. The fringed edges emphasize the boxy, slightly cropped shape.","Size & Fit
Fits true to size, take your normal size
Designed for a boxy fit, cut to be worn loose
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a UK 8
Model measurements:
Bust: 80cm/ 31.5""
Waist: 65cm/ 25.5""
Hip: 89cm/ 35""
View size guide","Multicolored bouclé-tweed 
Button fastenings through front  
94% polyester, 3% wool, 3% metalized fibers; lining: 100% polyester 
Dry clean",1647597338867250
https://www.net-a-porter.com/en-in/shop/product/acne-studios/clothing/casual-jackets/woven-blazer/1647597345136419,coats and jackets,Woven blazer,,ACNE STUDIOS,"$1,470/ Approx. ₹122,789",0,"$1,470/ Approx. ₹122,789",Black,"Acne Studios imbues classic designs with distinct cool. This blazer is woven with plenty of wool in a boxy shape that feels at once smart and relaxed. It has peak lapels and dropped, lightly padded shoulders. Layer it over anything from a collared shirt to a simple tank.","Size & Fit
EU 32 = UK4/ US 0/ FR 34/ IT 38
EU 34 = UK 6/ US 2/ FR 36/ IT 40
EU 36 = UK 8/ US 4/ FR 38/ IT 42
EU 38 = UK 10/ US 6/ FR 40/ IT 44
EU 40 = UK 12/ US 8/ FR 42/ IT 46
EU 42 = UK 14/ US 10/ FR 44/ IT 48
Fits true to size, however those who are between sizes should take the smaller size
Designed for an oversized fit, cut to be worn very loose
Internal shoulder pads
Model is 177cm/ 5'10"" and is wearing an EU 34
Model measurements:
Bust: 79cm/ 31""
Waist: 61cm/ 24""
Hip: 89cm/ 35""
View size guide","Black polyester and wool-blend 
Button fastening at front 
55% polyester, 45% wool 
Dry clean",1647597345136419
https://www.net-a-porter.com/en-in/shop/product/self-portrait/clothing/casual-jackets/cropped-denim-tweed-jacket/1647597338867169,coats and jackets,Cropped denim-tweed jacket,,SELF-PORTRAIT,"$627/ Approx. ₹52,373",0,"$627/ Approx. ₹52,373",Blue,"Self-Portrait's jacket is made from denim-tweed - a fresh re-imagining of the classic material that feels at once casual and sophisticated. Designed with metallic black trims outlining the pockets, it has glossy, oversized buttons and padded shoulders for structure. Wear yours with the matching mini skirt.","Size & Fit
Fits true to size, take your normal size
Designed for a slightly loose fit
Internal shoulder pads
Cropped length
Mid-weight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing a UK 8
Model measurements:
Bust: 79cm/ 31”
Waist: 61cm/ 24”
Hip: 88cm/ 34.5”
View size guide","Tonal-blue denim-tweed 
Button fastenings through front 
91% cotton, 7% polyester, 1% viscose, 1% Lyocell; pocket lining: 69% polyester, 31% cotton 
Machine wash",1647597338867169
https://www.net-a-porter.com/en-in/shop/product/lululemon/sport/jackets/cross-chill-repelshell™-hooded-jacket/1647597320421774,coats and jackets,Cross Chill RepelShell™ hooded jacket,,LULULEMON,"$296.50/ Approx. ₹24,765",0,"$296.50/ Approx. ₹24,765",Black,"lululemon's 'Cross Chill' jacket is designed to keep you warm and comfortable on chilly morning runs. Made from the brand's water- and windproof RepelShell™, it has a slim fit with four-way stretch and a soft fleece lining.","Size & Fit
Fits true to size, however those who are between sizes should take the smaller size
Extended cuffs with thumbholes
Breathable, slightly stretchy fabric
Model is 177cm/ 5'10"" and is wearing a US 2
View size guide","Black RepelShell™ 
Zip fastening through front 
85% nylon, 15% elastane; lining: 95% polyester, 5% elastane 
Machine wash",1647597320421774
https://www.net-a-porter.com/en-in/shop/product/burberry/clothing/trench-coats/kensington-long-organic-cotton-gabardine-trench-coat/1647597325109264,coats and jackets,Kensington Long organic cotton-gabardine trench coat,,BURBERRY,"$3,690/ Approx. ₹308,224",0,"$3,690/ Approx. ₹308,224",Neutral,"Trench coat pioneer Thomas Burberry developed the house's eponymous gabardine fabric in 1879, and a beautiful lineup of iterations has followed since. Made in England from organic cotton, the 'Kensington' style has all the hallmarks of the original including military-inspired epaulettes, a storm flap and, of course, the iconic checked lining. Layer yours up or down - it'll be a trustee companion for the long haul.","Size & Fit
Fits true to size, take your normal size
Take the next size up if you wish to achieve a looser fit for layering
Designed for a slightly loose fit, use the belt to cinch in at the waist
Mid-weight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing a UK 8
Model measurements:
Bust: 81cm/ 32""
Waist: 64cm/ 25""
Hip: 89cm/ 35""
View size guide","Beige organic cotton-gabardine 
Button fastenings through double-breasted front 
100% organic cotton; buttons: 100% horn (Buffalo); body lining: 100% cotton; sleeve lining: 100% viscose 
Dry clean 
Designer color: Honey",1647597325109264
https://www.net-a-porter.com/en-in/shop/product/loro-piana/clothing/short/jed-belted-cashmere-coat/1647597344618742,coats and jackets,Jed belted cashmere coat,,LORO PIANA,"$9,546/ Approx. ₹797,374",0,"$9,546/ Approx. ₹797,374",Navy,"A worthy investment, Loro Piana's 'Jed' coat is a classic style you'll turn to season after season. It's been made in Italy from soft cashmere and has shawl-inspired lapels, wide sleeves and deep patch pockets. Use the self-tie belt to cinch the relaxed shape.","Size & Fit
Fits true to size, take your normal size
Designed for a slightly loose fit
Weighted, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing an IT 40
Model measurements:
Bust: 78cm/ 31""
Waist: 62cm/ 24.5""
Hip: 92cm/ 36""
View size guide","Navy cashmere  
Ties at front  
100% cashmere  
Dry clean",1647597344618742
https://www.net-a-porter.com/en-in/shop/product/ralph-lauren-collection/clothing/blazers/camden-double-breasted-linen-blazer/1647597340546958,coats and jackets,Camden double-breasted linen blazer,,RALPH LAUREN COLLECTION,"$2,551/ Approx. ₹213,084",0,"$2,551/ Approx. ₹213,084",Navy,"Ralph Lauren Collection's 'Camden' blazer is made from lightweight linen, making it perfect for summer. It has a double-breasted front that fastens with gold-tone crest-engraved buttons and peak lapels. Wear yours as with the coordinating tailored shorts in our edit.","Size & Fit
Fits true to size, however those who are between sizes should take the smaller size
Designed for a slim fit
Internal shoulder pads
Lightweight, non-stretchy fabric
Model is 180cm/ 5'11"" and is wearing a US 2
Model measurements:
Bust: 81cm/ 32""
Waist: 63cm/ 25""
Hip: 91cm/ 36""
View size guide","Navy linen  
Button fastenings through double-breasted front 
100% linen 
Dry clean",1647597340546958
https://www.net-a-porter.com/en-in/shop/product/versace/clothing/casual-jackets/cropped-wool-blend-tweed-jacket/1647597336912857,coats and jackets,Cropped wool-blend tweed jacket,,VERSACE,"$4,695/ Approx. ₹392,172",0,"$4,695/ Approx. ₹392,172",Black,"Versace’s cropped version of the classic tweed jacket is designed with a scoop neckline, internal shoulder pads for structure, and gold-tone logos. Wear yours as a top with the matching shorts.","Size & Fit
Fits true to size, take your normal size
Designed for a slim fit
Internal shoulder pads
Cropped length
Textured, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing an IT 40
Model measurements:
Bust: 78cm/ 30.7""
Waist: 62cm/ 24.4""
Hip: 92cm/ 36""
View size guide","Black wool-blend tweed 
Button fastenings through front 
77% wool, 14% mohair, 9% polyamide",1647597336912857
https://www.net-a-porter.com/en-in/shop/product/ralph-lauren-collection/clothing/blazers/satin-trimmed-wool-and-silk-blend-crepe-blazer/1647597340546976,coats and jackets,Satin-trimmed wool and silk-blend crepe blazer,,RALPH LAUREN COLLECTION,"$3,548/ Approx. ₹296,347",0,"$3,548/ Approx. ₹296,347",Black,"In a nod to classic tuxedo styles, Ralph Lauren Collection's blazer has a single-breasted front framed by elegant satin shawl lapels. It's tailored from wool and silk-blend crepe and has a nipped-in waist contrasted by sharp shoulders. Wear yours as a suit with tonal pants.","Size & Fit
Fits small to size, take one size larger than normal
Tailored for a slim fit
Internal shoulder pads
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing a US 4
Model measurements:
Bust: 79cm/ 31""
Waist: 61cm/ 24""
Hip: 89cm/ 35""
View size guide","Black wool and silk-blend crepe, black satin 
Button fastening at front 
96% wool, 4% silk; trim: 100% mulberry silk; lining: 95% cupro, 5% elastane 
Dry clean",1647597340546976
https://www.net-a-porter.com/en-in/shop/product/balmain/clothing/evening/embellished-satin-trimmed-grain-de-poudre-wool-jacket/1647597336762146,coats and jackets,Embellished satin-trimmed grain de poudre wool jacket,,BALMAIN,"$2,702/ Approx. ₹225,697",0,"$2,702/ Approx. ₹225,697",Black,"Balmain's jacket will always be a staple in any elevated edit. Tailored from grain de poudre wool, it's polished with engraved buttons and outlined with a satin shawl lapel. The twill lining makes it easy to slip on over the brand's tops.","Size & Fit
Fits true to size, however those who are between sizes should take the larger size
Designed for a slightly loose fit
Internal shoulder pads
Slightly short in sleeves
Mid-weight, non-stretchy fabric
Model is 180cm/ 5'11"" and is wearing a FR 38
Model  measurements:
Bust: 81cm/ 32”
Waist: 65cm/ 25.5”
Hip: 90cm/ 35.5”
View size guide","Black grain de poudre wool and satin 
Concealed hook fastening at front 
100% wool",1647597336762146
https://www.net-a-porter.com/en-in/shop/product/stella-mccartney/clothing/long/double-breasted-wool-coat/1647597337091164,coats and jackets,Double-breasted wool coat,,STELLA MCCARTNEY,"$3,165/ Approx. ₹264,371",0,"$3,165/ Approx. ₹264,371",Camel,"Stella McCartney's coat is a classic design you'll feel confident wearing for years to come. Made from versatile camel wool, it has a double-breasted front and sharp peak lapels that draw the eye to the padded shoulders. The long length and buttoned cuffs enhance the sophisticated feel. Layer it over a chic dress or tailoring.","Size & Fit
Fits true to size, take your normal size
Designed for a slightly loose fit
Internal shoulder pads
Mid-weight, non-stretchy fabric
Model is 177cm/ 5'10"" and is wearing an IT 40
Model measurements:
Bust: 85cm/ 33.5”
Waist: 62cm/ 24.5”
Hip: 91cm/ 36”
View size guide","Camel wool  
Button fastenings through double-breasted front 
100% wool 
Dry clean",1647597337091164
https://www.net-a-porter.com/en-in/shop/product/stella-mccartney/clothing/capes/cape-effect-wool-blend-twill-blazer/1647597337091152,coats and jackets,Cape-effect wool-blend twill blazer,,STELLA MCCARTNEY,"$3,142/ Approx. ₹262,450",0,"$3,142/ Approx. ₹262,450",Black,"Stella McCartney got her start on Savile Row, so she knows a thing or two about tailoring. A chic take on the traditional blazer, this style has open sleeves to create a cape-like effect. It's made from wool-blend twill and lined for smooth layering.","Size & Fit
Fits true to size, take your normal size
Designed for a slightly loose fit
Internal shoulder pads
Mid-weight, non-stretchy fabric
Model is 180cm/ 5'11"" and is wearing an IT 40
Model measurements:
Bust: 76cm/ 30""
Waist: 64cm/ 25""
Hip: 86cm/ 34""
View size guide","Black wool-blend twill 
Partially concealed button fastenings through double-breasted front 
97% wool, 3% elastane; lining: 52% viscose, 48% cotton 
Dry clean",1647597337091152
https://www.net-a-porter.com/en-in/shop/product/the-frankie-shop/clothing/statement/micky-cropped-faux-leather-bomber-jacket/1647597332130400,coats and jackets,Micky cropped faux leather bomber jacket,,THE FRANKIE SHOP,"$620/ Approx. ₹51,788",0,"$620/ Approx. ₹51,788",Gray,"The Frankie Shop's 'Micky' bomber jacket is the perfect length for showing off high-rise jeans or pants. It's made from supple faux leather with strong padded shoulders, a baseball-style collar and cropped hem. Wear yours with a pencil skirt and heels.","Size & Fit
Fits true to size, however those who are between sizes should take the smaller size
Designed for a relaxed fit
Ribbed hem
Cropped length
Supple, non-stretchy leather
Model is 180cm/ 5'11"" and is wearing a size XSmall
Model measurements:
Bust: 80cm/ 31.5""
Waist: 65cm/ 25.5""
Hip: 89cm/ 35""
View size guide","Gray faux leather 
Two-way zip fastening through front 
100% polyurethane; lining: 100% polyester 
Dry clean",1647597332130400
https://www.net-a-porter.com/en-in/shop/product/liberowe/clothing/smart/plus-net-sustain-raja-dupioni-jacket/1647597336344342,coats and jackets,+ NET SUSTAIN Raja dupioni jacket,,LIBEROWE,"$1,839/ Approx. ₹153,611",0,"$1,839/ Approx. ₹153,611",Beige,"Founder Talia Loubaton designed LIBEROWE's signature 'Raja' jacket after falling in love with sherwanis on a trip to India. This version has been tailored in London from beige dupioni that has touches of wool, linen and mohair in the blend. The Nehru collar and covered buttons, not to mention the impeccable fit, are what makes it so special.","Size & Fit
Fits true to size, take your normal size
Designed for a slim fit
Internal shoulder pads
Mid-weight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing a size Small
View size guide","Beige dupioni 
Button fastenings through front 
56% viscose, 32% wool, 7% linen, 5% mohair 
Green dry clean 
Designer color: Tan",1647597336344342
https://www.net-a-porter.com/en-in/shop/product/versace/clothing/trench-coats/icons-belted-double-breasted-cotton-gabardine-trench-coat/1647597319516090,coats and jackets,Icons belted double-breasted cotton-gabardine trench coat,,VERSACE,"$4,488/ Approx. ₹374,881",0,"$4,488/ Approx. ₹374,881",Beige,"True to its rule-breaking sprit, Versace reimagines wardrobe classics in a typically glamorous way. This trench coat is tailored from cotton-gabardine in a double-breasted shape with storm flaps and a belted waist. Match your accessories to the Medusa-embossed buttons.","Size & Fit
Fits true to size, take your normal size
Intended for a slightly loose fit, use the belt to cinch in at the waist
Mid-weight, non-stretchy fabric
Model is 175cm/ 5'9"" and is wearing an IT 40
View size guide","Beige cotton-gabardine 
Button fastenings through double-breasted front 
100% cotton; lining: 100% cupro 
Dry clean",1647597319516090
https://www.net-a-porter.com/en-in/shop/product/versace/clothing/blazers/icons-leather-blazer/1647597319516091,coats and jackets,Icons leather blazer,,VERSACE,"$7,622/ Approx. ₹636,663",0,"$7,622/ Approx. ₹636,663",Black,"Versace's blazer will transcend passing trends. Made from supple black leather with a silky lining, it has padded shoulders and one single 'Medusa' button in homage to Gianni's beloved motif - the pool at his Miami mansion even featured a mosaic of the Greek mythological goddess.","Size & Fit
Fits large to size, take one size smaller than normal
Designed for a slim fit
Internal shoulder pads
Supple, non-stretchy leather
Model is 177cm/ 5'10"" and is wearing an IT 38
View size guide","Black leather 
Button fastening at front 
100% leather (Lamb); lining: 100% cupro 
Specialist clean",1647597319516091
